date,vendor_id,vendor_type,vendor_rating,bid_amount,base_price,quality_score,won
2025-10-08 18:35:06.366091,132,0,3.95,56130.33,49734.6,0.7724,1
2025-09-02 18:35:06.366091,147,0,3.67,52748.12,52235.22,0.4259,0
2025-01-16 18:35:06.366091,135,0,4.08,66811.04,64661.82,0.5791,0
2025-02-06 18:35:06.366091,130,1,3.87,78518.51,76032.77,0.3185,0
2025-03-22 18:35:06.366091,26,2,5.0,137459.94,111466.57,1.0,1
2025-07-24 18:35:06.366091,101,2,4.96,154261.97,130440.82,0.5524,1
2025-04-13 18:35:06.366091,140,2,5.0,131262.27,112143.3,0.6054,1
2025-02-13 18:35:06.366091,48,0,3.08,61120.87,56099.02,0.9164,0
2025-09-04 18:35:06.366091,161,2,3.51,153656.47,132583.85,0.9297,1
2024-11-10 18:35:06.366091,185,2,4.44,133642.21,112416.36,0.4004,0
2025-07-20 18:35:06.366091,132,0,4.04,69310.78,68278.43,0.4096,0
2025-03-19 18:35:06.366091,85,1,2.82,123348.44,112588.74,0.9311,1
2024-11-17 18:35:06.366091,26,2,4.69,98164.64,83571.67,0.482,0
2025-06-14 18:35:06.366091,185,2,4.0,202687.2,188641.44,0.2303,0
2025-01-31 18:35:06.366091,0,0,3.04,68565.68,64908.06,0.9497,1
2025-03-08 18:35:06.366091,104,2,5.0,215080.32,182778.69,0.6241,1
2025-01-21 18:35:06.366091,23,2,3.92,179973.63,155304.57,0.6527,1
2024-12-27 18:35:06.366091,183,0,3.32,120527.36,115959.39,0.2515,0
2025-10-07 18:35:06.366091,11,2,4.22,80016.73,67324.54,0.3862,0
2025-06-14 18:35:06.366091,147,0,4.51,76492.14,72830.39,0.6856,1
2025-04-07 18:35:06.366091,188,2,3.94,156450.32,133024.93,0.5459,1
2025-03-27 18:35:06.366091,47,2,4.31,202587.01,186317.34,0.4155,1
2025-10-31 18:35:06.366091,95,2,4.54,75290.96,67218.2,0.2045,0
2025-10-17 18:35:06.366091,46,1,4.23,106163.93,99849.26,0.5967,1
2025-07-23 18:35:06.366091,126,0,3.64,130243.06,119098.98,0.4529,1
2024-12-19 18:35:06.366091,152,2,5.0,98162.27,81447.73,0.6922,1
2025-09-23 18:35:06.366091,57,0,4.42,71500.83,66072.47,0.9393,1
2025-09-15 18:35:06.366091,139,1,3.53,84102.21,76809.28,0.5615,0
2025-10-06 18:35:06.366091,84,0,4.03,98327.89,89027.96,0.7617,0
2025-01-13 18:35:06.366091,24,0,3.0,120908.27,107380.69,0.7273,0
2024-12-05 18:35:06.366091,85,1,2.93,106339.82,99661.81,0.372,0
2024-11-27 18:35:06.366091,48,0,2.13,46654.08,46364.01,0.809,1
2025-07-18 18:35:06.366091,88,1,4.14,47322.06,41147.68,1.0,1
2025-03-16 18:35:06.366091,56,2,4.05,149660.07,134263.08,0.1553,0
2025-04-27 18:35:06.366091,47,2,4.05,186903.08,169862.91,0.2764,0
2025-04-17 18:35:06.366091,59,2,5.0,217201.12,188004.98,1.0,1
2025-04-08 18:35:06.366091,183,0,3.87,80448.68,78419.36,0.2744,0
2025-06-30 18:35:06.366091,20,2,4.14,88100.05,73221.42,0.6763,1
2025-08-17 18:35:06.366091,99,0,3.72,83621.29,76589.91,0.437,0
2025-05-10 18:35:06.366091,24,0,4.35,86032.66,82809.09,0.5644,0
2025-05-07 18:35:06.366091,78,0,3.88,107628.73,97581.35,0.7208,0
2025-05-07 18:35:06.366091,172,1,2.16,45923.53,40372.52,0.8517,1
2025-03-02 18:35:06.366091,158,2,3.79,96196.7,83117.21,,0
2024-12-18 18:35:06.366091,105,0,2.35,102385.64,97862.01,0.2428,0
2024-12-02 18:35:06.366091,150,0,2.91,43491.11,42245.83,0.3109,0
2025-10-04 18:35:06.366091,84,0,4.43,42462.45,41096.25,0.7182,0
2025-04-18 18:35:06.366091,145,1,3.83,107555.26,94329.86,0.8718,0
2025-05-11 18:35:06.366091,156,0,2.66,122730.89,118128.18,0.5081,1
2025-08-08 18:35:06.366091,160,1,3.89,83746.05,74221.45,0.9743,1
2025-04-30 18:35:06.366091,22,1,3.07,44255.88,40881.36,0.7952,1
2025-05-07 18:35:06.366091,139,1,3.14,49840.87,48374.64,0.0776,0
2025-05-05 18:35:06.366091,6,0,4.16,96032.47,93843.76,0.5388,0
2025-03-10 18:35:06.366091,105,0,4.04,73226.94,72067.01,0.4817,0
2025-03-25 18:35:06.366091,156,0,2.88,96279.95,89467.32,0.8817,1
2025-01-03 18:35:06.366091,183,0,3.31,115411.92,114963.93,0.4736,0
2025-05-12 18:35:06.366091,104,2,4.35,183918.9,149179.06,0.4885,0
2025-03-28 18:35:06.366091,30,0,2.56,69109.18,64232.2,0.9436,1
2025-09-02 18:35:06.366091,13,1,3.46,90345.24,83265.17,0.2366,1
2024-11-23 18:35:06.366091,95,2,4.16,205475.14,174773.63,0.5073,1
2025-03-21 18:35:06.366091,109,1,3.04,56225.32,53316.39,0.0338,0
2025-08-07 18:35:06.366091,65,2,4.64,109776.43,88014.02,0.8157,0
2025-07-28 18:35:06.366091,65,2,3.67,109360.48,92133.73,0.9431,0
2025-03-10 18:35:06.366091,143,2,4.69,107906.83,92778.55,0.6191,1
2025-09-01 18:35:06.366091,188,2,3.85,160747.47,143782.56,0.6355,0
2025-01-09 18:35:06.366091,148,1,2.62,53227.6,52430.05,0.2386,0
2025-01-12 18:35:06.366091,14,2,4.88,215470.54,186663.8,0.6452,0
2025-08-06 18:35:06.366091,148,1,4.43,100517.88,94659.1,0.4154,0
2025-05-01 18:35:06.366091,55,1,2.53,91425.23,89424.11,0.2116,0
2025-01-09 18:35:06.366091,197,2,3.65,231050.15,191097.46,0.7346,0
2025-10-07 18:35:06.366091,12,0,3.97,82408.79,80084.58,0.5832,1
2025-09-16 18:35:06.366091,110,2,4.14,105251.86,89524.41,0.9667,1
2025-06-20 18:35:06.366091,55,1,3.53,105005.35,95028.23,0.714,1
2025-06-21 18:35:06.366091,139,1,2.32,80584.1,74959.26,0.2742,0
2025-06-02 18:35:06.366091,52,1,3.38,108472.96,107044.44,0.1168,0
2025-10-16 18:35:06.366091,194,2,4.17,173427.2,149051.26,0.5934,0
2025-03-06 18:35:06.366091,91,1,3.78,118304.61,114272.75,0.2845,0
2025-03-11 18:35:06.366091,159,0,3.02,57239.27,56218.14,0.5042,0
2025-07-15 18:35:06.366091,12,0,3.62,109223.44,114972.04,0.1523,0
2025-02-10 18:35:06.366091,60,0,4.25,66580.31,67461.28,0.4777,0
2025-03-13 18:35:06.366091,153,0,3.36,73604.69,73166.47,0.3506,0
2025-09-26 18:35:06.366091,172,1,2.88,122788.65,114871.23,0.6519,1
2024-12-01 18:35:06.366091,14,2,4.24,150196.59,126427.22,0.8307,1
2025-07-16 18:35:06.366091,156,0,3.4,114802.78,112690.46,0.3556,0
2025-04-15 18:35:06.366091,52,1,2.79,66588.9,59222.11,0.7444,1
2025-01-22 18:35:06.366091,121,1,3.8,124903.15,118907.42,0.4227,0
2025-02-19 18:35:06.366091,184,1,3.85,135267.58,118789.25,0.8631,1
2025-01-04 18:35:06.366091,105,0,2.92,72510.26,71277.37,0.5691,0
2025-03-23 18:35:06.366091,125,2,3.89,197561.37,172029.81,0.4319,0
2024-12-13 18:35:06.366091,22,1,4.59,60190.42,53952.59,0.5656,0
2025-09-27 18:35:06.366091,48,0,3.19,83407.88,79428.8,0.4115,0
2024-12-26 18:35:06.366091,47,2,4.36,113728.05,97933.45,0.8107,0
2025-01-21 18:35:06.366091,86,2,3.65,78795.76,67219.43,0.6619,1
2025-02-11 18:35:06.366091,113,2,4.7,218298.32,189714.96,0.3557,0
2025-10-22 18:35:06.366091,49,1,3.64,94224.22,82829.51,0.562,0
2025-04-07 18:35:06.366091,70,1,4.67,60031.11,55485.59,1.0,1
2024-12-25 18:35:06.366091,149,2,4.18,174239.01,145965.09,0.8463,1
2025-03-29 18:35:06.366091,46,1,2.74,57492.39,56167.69,0.1904,0
2024-12-07 18:35:06.366091,90,0,4.2,103346.72,91547.91,0.5908,0
2025-08-20 18:35:06.366091,27,0,4.42,106140.47,108014.03,0.191,0
2025-07-10 18:35:06.366091,42,0,3.86,63929.48,59753.06,0.8418,1
2025-05-25 18:35:06.366091,145,1,3.96,70226.46,63980.59,0.7122,0
2025-07-24 18:35:06.366091,136,1,2.45,59467.73,56557.87,0.3133,1
2025-04-28 18:35:06.366091,118,1,2.92,87321.97,77363.66,0.6321,1
2024-12-14 18:35:06.366091,164,2,3.64,130548.37,110096.2,0.9833,1
2025-02-01 18:35:06.366091,35,2,5.0,164831.54,149712.17,0.5417,0
2025-04-18 18:35:06.366091,49,1,3.16,110159.43,106604.84,0.7495,0
2025-06-18 18:35:06.366091,112,1,4.45,74241.44,67711.61,0.6781,1
2025-10-25 18:35:06.366091,147,0,2.46,78421.91,77695.88,0.3016,0
2025-08-28 18:35:06.366091,96,0,3.41,94356.2,93788.62,0.4986,0
2024-11-21 18:35:06.366091,184,1,3.68,81254.72,74436.38,0.2709,0
2025-04-05 18:35:06.366091,148,1,3.04,49140.9,45898.79,0.2746,0
2025-09-06 18:35:06.366091,172,1,3.78,66710.29,62144.0,0.464,0
2025-02-14 18:35:06.366091,144,0,5.0,42803.82,41131.25,0.4283,0
2025-02-05 18:35:06.366091,196,1,2.91,84357.94,75304.03,0.7398,0
2025-01-22 18:35:06.366091,24,0,3.72,80565.91,78220.47,0.5623,1
2025-02-06 18:35:06.366091,86,2,3.94,162023.01,133433.39,0.9484,1
2025-06-13 18:35:06.366091,52,1,2.85,131243.73,117517.11,0.4533,0
2025-02-05 18:35:06.366091,136,1,2.12,119397.01,105898.91,0.3704,0
2025-09-19 18:35:06.366091,69,0,3.23,53233.23,49527.02,0.7628,1
2024-12-23 18:35:06.366091,160,1,3.12,62595.3,56521.64,0.7893,0
2025-01-17 18:35:06.366091,44,2,4.79,100066.57,87184.29,0.6179,1
2025-04-20 18:35:06.366091,84,0,3.95,83393.55,87658.41,0.3319,1
2025-07-09 18:35:06.366091,183,0,3.46,88565.95,84220.71,0.5379,0
2025-03-10 18:35:06.366091,24,0,3.17,75429.49,73528.9,0.3959,1
2025-03-30 18:35:06.366091,164,2,3.63,167141.04,146295.65,0.7751,1
2025-05-07 18:35:06.366091,171,0,2.97,92399.36,83552.98,0.8855,0
2025-05-06 18:35:06.366091,183,0,3.93,125691.37,118758.55,0.4304,0
2025-07-18 18:35:06.366091,193,1,2.47,94432.72,85734.87,0.8196,0
2024-11-24 18:35:06.366091,51,0,4.03,106419.91,102768.7,0.2715,0
2024-11-25 18:35:06.366091,183,0,3.7,78072.6,74035.65,0.7734,1
2025-02-10 18:35:06.366091,65,2,4.01,184717.67,162285.56,0.4778,0
2025-03-23 18:35:06.366091,107,2,3.84,117947.94,101632.14,0.5371,1
2025-07-12 18:35:06.366091,43,1,2.63,120233.22,111664.63,0.39,0
2024-11-08 18:35:06.366091,118,1,4.03,69167.22,63627.38,0.8651,0
2025-07-20 18:35:06.366091,46,1,2.7,97739.02,90176.92,0.5933,1
2025-06-16 18:35:06.366091,74,2,3.95,150208.17,134956.31,0.3471,0
2025-07-28 18:35:06.366091,151,1,2.91,117608.19,108139.74,0.5019,0
2025-05-03 18:35:06.366091,29,2,4.98,140210.16,116227.9,0.6336,0
2024-12-15 18:35:06.366091,156,0,2.33,43821.39,41359.8,0.5735,1
2025-07-12 18:35:06.366091,141,0,3.25,45791.64,46008.27,0.2019,0
2025-03-22 18:35:06.366091,18,0,4.31,63067.16,61743.25,0.7316,0
2025-10-19 18:35:06.366091,67,1,4.53,48545.95,44075.18,0.4402,1
2024-11-09 18:35:06.366091,131,2,3.48,215125.45,187968.54,0.4446,0
2025-09-18 18:35:06.366091,32,2,3.95,200330.15,182993.71,0.3975,0
2025-07-19 18:35:06.366091,42,0,4.41,59996.97,55409.52,0.5333,1
2025-04-27 18:35:06.366091,39,0,3.84,130789.91,115500.43,0.8351,0
2024-12-21 18:35:06.366091,11,2,3.74,217610.85,187449.45,0.7536,0
2025-05-17 18:35:06.366091,129,0,4.11,121315.72,118501.96,0.5781,0
2025-04-09 18:35:06.366091,118,1,3.09,63328.34,60386.92,0.1132,0
2025-03-29 18:35:06.366091,169,1,3.5,100102.01,94377.09,0.6222,0
2025-08-21 18:35:06.366091,8,2,4.18,230072.76,190098.3,0.7157,0
2024-11-24 18:35:06.366091,32,2,4.37,159491.12,136575.8,0.3972,0
2025-08-13 18:35:06.366091,63,0,4.57,114641.62,106903.91,0.8578,1
2025-07-28 18:35:06.366091,86,2,3.82,214395.49,182168.03,0.8245,1
2025-04-15 18:35:06.366091,194,2,4.57,70751.32,64457.35,0.2623,0
2025-02-17 18:35:06.366091,85,1,2.78,118027.03,110807.7,0.198,0
2025-04-01 18:35:06.366091,46,1,2.98,99074.69,91067.95,0.1814,0
2025-07-31 18:35:06.366091,198,0,3.01,60187.98,58579.93,0.3467,0
2025-09-11 18:35:06.366091,13,1,3.3,119709.99,107559.84,0.7638,0
2025-06-21 18:35:06.366091,39,0,3.57,88594.69,82001.19,0.7185,0
2024-12-22 18:35:06.366091,166,1,3.78,80297.64,76652.24,0.2177,0
2025-11-04 18:35:06.366091,64,1,3.32,111148.44,104627.98,0.532,0
2025-10-20 18:35:06.366091,2,2,3.42,95152.89,81531.48,0.6754,1
2025-07-03 18:35:06.366091,93,0,3.24,97589.66,95393.91,0.1943,0
2025-10-20 18:35:06.366091,111,0,3.6,87742.27,87860.59,0.2539,0
2025-04-16 18:35:06.366091,118,1,2.65,91292.25,85919.66,0.275,0
2025-02-06 18:35:06.366091,161,2,4.8,187455.17,156503.71,0.9339,0
2025-07-28 18:35:06.366091,33,0,3.73,84444.35,82628.5,0.4645,0
2025-02-02 18:35:06.366091,38,2,4.03,89751.74,72924.89,0.8052,1
2025-07-15 18:35:06.366091,164,2,4.01,182676.82,169129.59,0.2532,0
2025-04-24 18:35:06.366091,177,0,3.72,118802.54,118036.55,0.7788,0
2025-04-24 18:35:06.366091,185,2,4.57,222374.24,187158.64,0.6165,0
2024-11-09 18:35:06.366091,120,0,4.02,127437.94,117994.79,0.1765,1
2025-05-03 18:35:06.366091,190,1,3.03,93129.58,86633.55,0.2882,0
2024-11-23 18:35:06.366091,7,1,3.04,72671.59,62888.46,0.944,0
2025-02-23 18:35:06.366091,144,0,3.5,57402.34,57170.85,0.4504,1
2025-08-23 18:35:06.366091,61,1,3.4,60506.3,56397.18,0.4032,0
2025-07-19 18:35:06.366091,147,0,3.19,103641.35,96569.48,0.8447,1
2025-04-05 18:35:06.366091,162,0,4.78,123858.43,119482.57,0.5255,0
2025-06-03 18:35:06.366091,172,1,3.6,76825.72,66696.3,0.7625,0
2025-02-21 18:35:06.366091,173,2,3.68,227235.78,189954.91,0.8224,1
2024-12-24 18:35:06.366091,158,2,5.0,111578.29,98329.73,0.4146,1
2025-04-04 18:35:06.366091,119,2,4.29,132178.31,119087.98,0.6323,0
2025-02-10 18:35:06.366091,1,1,2.78,85292.48,85104.02,0.3482,0
2025-05-24 18:35:06.366091,55,1,3.57,69816.13,66247.59,0.5256,0
2025-09-15 18:35:06.366091,71,2,4.94,184050.94,156761.45,0.5609,1
2025-06-04 18:35:06.366091,74,2,5.0,99365.16,91045.08,0.1714,0
2025-01-29 18:35:06.366091,32,2,3.89,177818.13,156646.88,0.4628,0
2025-05-28 18:35:06.366091,165,0,3.97,100054.89,97757.82,0.5775,0
2025-05-17 18:35:06.366091,82,1,2.79,116369.11,107259.33,0.2997,1
2025-10-16 18:35:06.366091,144,0,2.44,50138.63,51444.33,0.0046,1
2025-03-21 18:35:06.366091,72,0,4.25,84902.96,85214.79,0.3959,0
2025-04-10 18:35:06.366091,186,0,4.24,71439.43,66896.97,0.6268,1
2025-01-13 18:35:06.366091,166,1,4.18,47001.73,41968.65,0.8772,1
2025-09-13 18:35:06.366091,74,2,4.08,119811.62,105520.53,0.3945,0
2025-10-15 18:35:06.366091,118,1,3.89,97475.05,85317.84,0.8005,0
2025-04-20 18:35:06.366091,170,2,4.38,151768.92,118081.28,1.0,0
2025-10-10 18:35:06.366091,45,0,3.94,74539.69,70753.73,0.7134,1
2025-01-03 18:35:06.366091,173,2,4.01,176329.04,158522.82,0.3718,0
2024-11-25 18:35:06.366091,31,1,3.68,106150.0,93295.97,0.883,1
2025-04-20 18:35:06.366091,176,2,3.86,152537.98,131538.82,0.3376,0
2025-01-11 18:35:06.366091,64,1,4.34,67164.78,60444.88,0.561,0
2025-01-16 18:35:06.366091,76,1,3.48,76123.63,68454.28,0.6189,0
2025-09-29 18:35:06.366091,162,0,3.05,116258.61,106582.08,0.9498,0
2025-04-15 18:35:06.366091,188,2,3.58,96341.65,80764.59,0.6013,0
2025-09-14 18:35:06.366091,11,2,3.95,223553.7,191398.95,0.7295,1
2025-09-25 18:35:06.366091,13,1,2.6,109991.52,99763.88,0.4565,0
2025-01-26 18:35:06.366091,159,0,3.96,63061.36,56994.91,0.6125,0
2025-05-02 18:35:06.366091,52,1,3.63,45843.63,41615.85,0.7785,0
2025-04-03 18:35:06.366091,175,1,4.13,105680.09,93794.89,0.7119,1
2025-03-07 18:35:06.366091,78,0,3.82,107178.32,108771.19,0.0653,0
2025-10-18 18:35:06.366091,193,1,1.88,61069.75,57707.82,0.4692,0
2025-07-05 18:35:06.366091,167,2,4.83,186696.37,164391.47,0.6139,0
2024-11-15 18:35:06.366091,127,1,4.25,62004.59,56765.47,0.8503,1
2025-10-26 18:35:06.366091,116,2,3.92,74215.43,67754.19,0.1033,0
2025-01-23 18:35:06.366091,196,1,3.46,99990.99,87754.27,0.8159,1
2025-04-13 18:35:06.366091,155,2,3.77,159367.62,147662.2,0.1375,0
2025-02-21 18:35:06.366091,10,1,3.09,84534.76,78860.29,0.4267,0
2025-03-14 18:35:06.366091,79,1,2.95,56487.15,51326.41,0.5954,0
2025-03-24 18:35:06.366091,140,2,5.0,133229.48,113890.11,0.8844,0
2025-03-14 18:35:06.366091,151,1,3.23,100586.64,95643.94,0.4544,0
2025-09-30 18:35:06.366091,56,2,4.83,96855.9,84382.65,0.7589,1
2025-07-09 18:35:06.366091,26,2,3.23,152939.31,137409.66,0.8084,0
2025-05-14 18:35:06.366091,109,1,3.24,114813.38,107188.37,0.2885,0
2025-07-06 18:35:06.366091,33,0,3.33,50786.85,49810.55,0.4064,0
2025-05-17 18:35:06.366091,123,0,3.47,52082.6,52127.82,,0
2025-03-13 18:35:06.366091,129,0,3.88,76487.43,73339.43,0.4319,0
2025-04-20 18:35:06.366091,188,2,4.13,183119.75,165951.65,0.4853,0
2025-01-29 18:35:06.366091,17,2,5.0,98951.88,88089.93,0.5046,0
2025-07-22 18:35:06.366091,195,0,3.42,90148.87,80830.21,0.8301,0
2025-10-08 18:35:06.366091,154,1,3.92,102610.49,97132.75,0.4571,1
2025-10-30 18:35:06.366091,48,0,3.58,62813.98,60841.66,0.5772,0
2025-09-02 18:35:06.366091,32,2,4.3,215892.98,181928.79,0.5726,0
2025-08-18 18:35:06.366091,22,1,2.57,125972.36,111793.58,0.6953,0
2025-08-14 18:35:06.366091,16,1,3.75,121136.78,104445.17,0.833,1
2025-07-17 18:35:06.366091,153,0,3.89,91769.7,86162.27,0.7518,0
2025-07-14 18:35:06.366091,16,1,4.0,99837.79,95755.2,0.5644,0
2025-05-14 18:35:06.366091,109,1,4.17,87941.0,86060.78,0.2502,0
2025-02-16 18:35:06.366091,123,0,4.09,99653.44,94108.98,0.6369,0
2025-02-01 18:35:06.366091,96,0,3.8,122835.84,117317.0,0.8541,1
2025-06-19 18:35:06.366091,38,2,4.21,110259.28,98251.9,0.601,0
2025-02-25 18:35:06.366091,57,0,4.3,65091.02,62981.87,0.6605,1
2025-02-20 18:35:06.366091,53,2,4.58,97456.15,87812.43,0.4622,1
2024-12-29 18:35:06.366091,161,2,3.87,197803.79,176173.2,0.1706,0
2025-01-01 18:35:06.366091,69,0,3.27,50473.16,46562.38,0.5052,0
2025-11-04 18:35:06.366091,151,1,3.67,77880.24,70166.52,0.7902,1
2025-07-18 18:35:06.366091,25,1,3.91,66213.17,59308.47,0.6434,1
2025-01-01 18:35:06.366091,108,0,4.04,90445.89,81893.95,0.6588,0
2025-03-28 18:35:06.366091,181,1,2.67,117312.63,113292.03,0.2832,0
2025-10-12 18:35:06.366091,79,1,3.72,122986.49,111647.97,0.6068,0
2025-03-29 18:35:06.366091,11,2,4.31,155010.06,129122.91,0.6476,0
2025-01-16 18:35:06.366091,40,1,4.05,94119.2,85033.72,0.7165,1
2025-08-06 18:35:06.366091,91,1,2.85,120485.28,115587.63,0.6152,0
2025-08-01 18:35:06.366091,86,2,5.0,173587.34,148779.23,0.7035,1
2025-01-24 18:35:06.366091,134,2,4.53,147857.59,132843.67,0.4185,0
2025-08-11 18:35:06.366091,32,2,4.3,181575.08,153382.46,0.8584,0
2025-06-22 18:35:06.366091,65,2,3.88,141792.07,119484.25,0.3755,0
2024-11-08 18:35:06.366091,147,0,3.14,103994.97,105917.91,0.0626,1
2024-11-08 18:35:06.366091,123,0,3.63,123323.84,110312.2,0.9029,0
2025-07-15 18:35:06.366091,40,1,3.14,81055.03,73617.93,0.6951,0
2025-04-23 18:35:06.366091,44,2,4.34,159041.61,128564.93,,0
2024-12-28 18:35:06.366091,86,2,4.12,80435.92,69166.55,0.4684,1
2025-08-22 18:35:06.366091,58,1,3.58,95111.39,91579.97,0.3258,0
2025-01-04 18:35:06.366091,90,0,3.16,82926.81,78653.39,0.2581,0
2024-11-26 18:35:06.366091,24,0,4.54,50789.34,47293.83,0.7384,1
2025-01-15 18:35:06.366091,154,1,4.08,75090.15,67211.38,0.875,1
2025-08-17 18:35:06.366091,62,2,4.9,101112.76,89165.41,0.1758,0
2025-10-17 18:35:06.366091,123,0,3.97,97415.88,95301.65,0.6468,0
2025-06-30 18:35:06.366091,7,1,2.3,80593.65,70972.05,0.5749,1
2025-01-16 18:35:06.366091,169,1,3.06,63413.41,54224.92,0.8874,1
2025-01-31 18:35:06.366091,45,0,3.7,96665.6,96470.18,0.3221,0
2025-07-27 18:35:06.366091,145,1,3.85,72246.87,64188.61,0.7571,1
2025-05-17 18:35:06.366091,61,1,3.79,87904.66,77202.76,0.81,0
2025-02-03 18:35:06.366091,128,2,4.4,116233.98,95429.69,0.8338,0
2025-02-26 18:35:06.366091,61,1,3.65,122629.9,113700.07,0.3104,1
2025-02-10 18:35:06.366091,31,1,2.63,83712.17,76973.2,0.8414,1
2025-01-28 18:35:06.366091,55,1,3.64,112378.94,105846.1,0.8155,1
2025-01-03 18:35:06.366091,6,0,3.17,86224.16,89307.84,0.0596,0
2025-04-29 18:35:06.366091,138,0,3.75,53896.83,52239.32,0.5665,1
2024-11-28 18:35:06.366091,147,0,3.87,107276.93,102381.32,0.5291,0
2025-03-30 18:35:06.366091,3,0,3.5,111313.67,110660.17,0.4921,0
2025-05-02 18:35:06.366091,116,2,3.43,216019.4,189522.56,0.4762,0
2025-07-04 18:35:06.366091,20,2,4.43,115294.21,103853.83,0.5708,1
2025-01-01 18:35:06.366091,34,1,5.0,78613.33,77560.16,0.1966,0
2024-12-16 18:35:06.366091,26,2,3.93,112399.05,95104.25,0.7626,1
2025-02-19 18:35:06.366091,9,0,3.16,107148.75,105986.75,0.2512,0
2024-11-12 18:35:06.366091,95,2,4.41,220936.11,189796.63,0.5397,0
2025-06-17 18:35:06.366091,108,0,4.37,62288.09,59638.39,0.2375,0
2025-07-11 18:35:06.366091,53,2,4.26,224951.33,186983.32,0.7324,0
